Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2008,12,25,4,1233,1234,1344,1335,OO,5469,N226SW,71,61,44,9,-1,LAX,SBP,155,4,23,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1358,1359,1457,1500,OO,5469,N226SW,59,61,42,-3,-1,SBP,LAX,155,6,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1605,1610,1703,1707,OO,5470,N583SW,58,57,43,-4,-5,LAX,SBP,155,2,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1736,1736,1828,1846,OO,5470,N583SW,52,70,37,-18,0,SBP,LAX,155,6,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1016,957,1129,1118,OO,5474,N581SW,73,81,60,11,19,ACV,SFO,250,4,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,812,815,940,936,OO,5474,N581SW,88,81,62,4,-3,SFO,ACV,250,9,17,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1621,1624,1731,1740,OO,5475,N298SW,70,76,55,-9,-3,ACV,SFO,250,5,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1411,1325,1541,1446,OO,5475,N298SW,90,81,70,55,46,SFO,ACV,250,5,15,0,,0,4,0,9,0,42
2008,12,25,4,1358,1350,1515,1504,OO,5476,N291SW,77,74,68,11,8,BFL,SFO,238,3,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1528,1535,1630,1633,OO,5477,N294SW,62,58,39,-3,-7,FAT,SFO,158,11,12,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1419,1326,1524,1447,OO,5478,N581SW,65,81,55,37,53,ACV,SFO,250,4,6,0,,0,0,0,0,0,37
2008,12,25,4,1208,1144,1348,1305,OO,5478,N581SW,100,81,66,43,24,SFO,ACV,250,2,32,0,,0,13,0,19,0,11
2008,12,25,4,1513,1441,1617,1601,OO,5479,N580SW,64,80,48,16,32,SFO,BFL,238,3,13,0,,0,0,0,0,0,16
2008,12,25,4,1117,1041,1235,1154,OO,5481,N288SW,78,73,58,41,36,RDD,SFO,199,6,14,0,,0,0,0,41,0,0
2008,12,25,4,1520,1530,1630,1640,OO,5482,N567SW,70,70,51,-10,-10,RDD,SFO,199,14,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1328,1330,1443,1435,OO,5482,N567SW,75,65,47,8,-2,SFO,RDD,199,4,24,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,553,600,651,649,OO,5484,N270YV,58,49,40,2,-7,PSP,LAX,110,5,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,723,729,829,818,OO,5485,N583SW,66,49,39,11,-6,PSP,LAX,110,16,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,719,719,858,826,OO,5489,N291SW,99,67,59,32,0,SBP,SFO,191,26,14,0,,0,0,0,32,0,0
2008,12,25,4,1623,1629,1706,1711,OO,5492,N288SW,43,42,25,-5,-6,SFO,MRY,77,3,15,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,653,633,813,755,OO,5493,N298SW,80,82,56,18,20,RDD,SFO,199,5,19,0,,0,18,0,0,0,0
2008,12,25,4,1137,1156,1258,1309,OO,5494,N567SW,81,73,64,-11,-19,RDD,SFO,199,9,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1003,950,1123,1055,OO,5494,N567SW,80,65,47,28,13,SFO,RDD,199,5,28,0,,0,0,0,15,0,13
2008,12,25,4,1431,1354,1525,1454,OO,5495,N292UX,54,60,36,31,37,SFO,FAT,158,3,15,0,,0,13,0,0,0,18
2008,12,25,4,2217,2224,2350,2350,OO,5497,N290SW,93,86,73,0,-7,SFO,ACV,250,6,14,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,704,709,823,830,OO,5498,N224SW,79,81,56,-7,-5,ACV,SFO,250,13,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,925,833,1111,954,OO,5499,N234SW,106,81,90,77,52,ACV,SFO,250,4,12,0,,0,0,0,77,0,0
2008,12,25,4,658,703,815,830,OO,5501,N216SW,77,87,67,-15,-5,BFL,SFO,238,3,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1316,1321,1416,1418,OO,5503,N569SW,60,57,39,-2,-5,LAX,SMX,135,6,15,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1437,1438,1528,1540,OO,5503,N569SW,51,62,40,-12,-1,SMX,LAX,135,5,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,600,600,659,702,OO,5507,N565SW,59,62,37,-3,0,SMX,LAX,135,5,17,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1917,1920,1958,2003,OO,5509,N583SW,41,43,23,-5,-3,LAX,SBA,89,3,15,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,658,700,752,749,OO,5510,N579SW,54,49,23,3,-2,SBA,LAX,89,19,12,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2236,2235,2321,2331,OO,5511,N234SW,45,56,29,-10,1,LAX,PSP,110,4,12,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2023,2000,2116,2057,OO,5518,N292UX,53,57,42,19,23,LAX,SBP,155,3,8,0,,0,0,0,0,0,19
2008,12,25,4,623,632,734,756,OO,5520,N578SW,71,84,57,-22,-9,MRY,LAX,267,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1019,1021,1108,1110,OO,5521,N292SW,49,49,33,-2,-2,PSP,LAX,110,7,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,818,815,925,928,OO,5522,N585SW,67,73,49,-3,3,SFO,BFL,238,2,16,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2239,2245,2318,2328,OO,5523,N565SW,39,43,23,-10,-6,LAX,SBA,89,3,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1327,1254,1410,1337,OO,5525,N295SW,43,43,21,33,33,SFO,SMF,86,3,19,0,,0,0,0,0,0,33
2008,12,25,4,1434,1411,1516,1458,OO,5525,N295SW,42,47,28,18,23,SMF,SFO,86,6,8,0,,0,0,0,0,0,18
2008,12,25,4,1710,1712,1841,1850,OO,5528,N216SW,91,98,64,-9,-2,MFR,SFO,329,4,23,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1452,1435,1644,1612,OO,5528,N216SW,112,97,91,32,17,SFO,MFR,329,4,17,0,,0,17,0,15,0,0
2008,12,25,4,855,819,1118,1005,OO,5529,N566SW,143,106,114,73,36,MFR,SFO,329,5,24,0,,0,36,0,37,0,0
2008,12,25,4,1046,1040,1134,1129,OO,5531,N569SW,48,49,32,5,6,LAX,PSP,110,5,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1147,1150,1239,1239,OO,5531,N569SW,52,49,35,0,-3,PSP,LAX,110,9,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,843,845,1018,1010,OO,5532,N579SW,95,85,72,8,-2,LAX,MRY,267,4,19,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1920,1835,2015,1945,OO,5534,N251YV,55,70,44,30,45,FAT,LAX,209,4,7,0,,0,0,0,0,0,30
2008,12,25,4,2234,2240,2324,2337,OO,5535,N295UX,50,57,34,-13,-6,LAX,SMX,135,3,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1834,1830,1950,1939,OO,5536,N292SW,76,69,56,11,4,LAX,FAT,209,6,14,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,715,717,838,830,OO,5538,N226SW,83,73,53,8,-2,FAT,LAX,209,13,17,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,813,816,935,928,OO,5539,N578SW,82,72,51,7,-3,LAX,FAT,209,5,26,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1103,1108,1143,1152,OO,5542,N565SW,40,44,24,-9,-5,LAX,SBA,89,2,14,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1224,1211,1305,1305,OO,5542,N565SW,41,54,28,0,13,SBA,LAX,89,8,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1423,1430,1504,1513,OO,5544,N234SW,41,43,24,-9,-7,LAX,SBA,89,3,14,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,856,857,1022,1010,OO,5545,N294SW,86,73,51,12,-1,FAT,LAX,209,10,25,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1924,1925,2119,2102,OO,5548,N216SW,115,97,95,17,-1,SFO,MFR,329,5,15,0,,0,0,0,17,0,0
2008,12,25,4,1402,1354,1512,1513,OO,5550,N220SW,70,79,51,-1,8,SFO,SBA,262,3,16,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,725,727,805,812,OO,5551,N220SW,40,45,22,-7,-2,SFO,SMF,86,4,14,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,834,834,926,924,OO,5551,N220SW,52,50,41,2,0,SMF,SFO,86,4,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1700,1555,1813,1714,OO,5554,N564SW,73,79,56,59,65,SFO,SBA,262,4,13,0,,0,0,0,0,0,59
2008,12,25,4,624,631,755,755,OO,5555,N585SW,91,84,74,0,-7,SBA,SFO,262,4,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1945,1945,2055,2049,OO,5556,N218SW,70,64,55,6,0,SFO,RDD,199,3,12,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,921,905,1025,948,OO,5557,N291SW,64,43,31,37,16,SFO,MRY,77,4,29,0,,0,0,0,21,0,16
2008,12,25,4,1122,1034,1212,1114,OO,5559,N579SW,50,40,29,58,48,MRY,SFO,77,12,9,0,,0,0,0,50,0,8
2008,12,25,4,1111,840,1224,920,OO,5560,N580SW,73,40,28,184,151,MRY,SFO,77,28,17,0,,0,0,0,184,0,0
2008,12,25,4,1137,1107,1251,1226,OO,5561,N234SW,74,79,54,25,30,SFO,SBA,262,2,18,0,,0,0,0,0,0,25
2008,12,25,4,1049,1013,1213,1114,OO,5562,N564SW,84,61,40,59,36,FAT,SFO,158,15,29,0,,0,0,0,54,0,5
2008,12,25,4,1921,1924,2003,2007,OO,5564,N581SW,42,43,25,-4,-3,SFO,SMF,86,3,14,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2039,2035,2121,2122,OO,5564,N581SW,42,47,32,-1,4,SMF,SFO,86,3,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1429,1301,1527,1359,OO,5566,N579SW,58,58,42,88,88,FAT,SFO,158,4,12,0,,0,0,0,8,0,80
2008,12,25,4,1245,1140,1400,1240,OO,5566,N579SW,75,60,34,80,65,SFO,FAT,158,4,37,0,,0,7,0,15,0,58
2008,12,25,4,1740,1719,1832,1815,OO,5567,N221SW,52,56,36,17,21,SFO,FAT,158,3,13,0,,0,0,0,0,0,17
2008,12,25,4,1222,1212,1352,1334,OO,5568,N292UX,90,82,75,18,10,SBA,SFO,262,6,9,0,,0,4,0,8,0,6
2008,12,25,4,1128,1031,1327,1155,OO,5571,N224SW,119,84,93,92,57,SBA,SFO,262,17,9,0,,0,0,0,80,0,12
2008,12,25,4,844,850,1021,1009,OO,5571,N224SW,97,79,52,12,-6,SFO,SBA,262,3,42,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1519,1322,1640,1500,OO,5572,N564SW,81,98,70,100,117,MFR,SFO,329,4,7,0,,0,0,0,0,0,100
2008,12,25,4,1244,1100,1451,1237,OO,5572,N564SW,127,97,86,134,104,SFO,MFR,329,3,38,0,,0,45,0,30,0,59
2008,12,25,4,803,800,933,924,OO,5574,N308SW,90,84,78,9,3,SBA,SFO,262,5,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1451,1431,1538,1520,OO,5575,N583SW,47,49,33,18,20,PSP,LAX,110,3,11,0,,0,4,0,0,0,14
2008,12,25,4,2018,2018,2152,2140,OO,5576,N298SW,94,82,74,12,0,SBA,SFO,262,4,16,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1754,1755,1907,1914,OO,5576,N298SW,73,79,49,-7,-1,SFO,SBA,262,5,19,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1549,1523,1649,1633,OO,5579,N292UX,60,70,50,16,26,FAT,LAX,209,6,4,0,,0,0,0,0,0,16
2008,12,25,4,1356,1355,1508,1504,OO,5579,N294SW,72,69,55,4,1,LAX,FAT,209,4,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2010,2020,2058,2115,OO,5580,N295UX,48,55,33,-17,-10,SAN,LAX,109,8,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1237,1240,1336,1331,OO,5582,N291SW,59,51,32,5,-3,LAX,BFL,109,4,23,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1827,1830,1925,1923,OO,5583,N295UX,58,53,33,2,-3,LAX,SAN,109,3,22,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1134,1137,1247,1249,OO,5584,N585SW,73,72,51,-2,-3,LAX,FAT,209,3,19,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1514,1253,1550,1333,OO,5589,N224SW,36,40,23,137,141,MRY,SFO,77,7,6,0,,0,0,0,0,0,137
2008,12,25,4,1408,1139,1447,1222,OO,5589,N224SW,39,43,22,145,149,SFO,MRY,77,1,16,0,,0,53,0,0,0,92
2008,12,25,4,NA,1945,NA,2100,OO,5591,,NA,135,NA,NA,NA,STL,DEN,770,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,12,25,4,2030,2010,2114,2103,OO,5594,N251YV,44,53,32,11,20,LAX,SAN,109,2,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1020,945,1106,1030,OO,5655,N308SW,46,45,23,36,35,SFO,SMF,86,7,16,0,,0,26,0,1,0,9
2008,12,25,4,1135,1104,1240,1154,OO,5655,N308SW,65,50,35,46,31,SMF,SFO,86,24,6,0,,0,0,0,15,0,31
2008,12,25,4,2015,2000,2111,2058,OO,5672,N579SW,56,58,43,13,15,FAT,SFO,158,6,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1829,1835,1916,1931,OO,5672,N579SW,47,56,34,-15,-6,SFO,FAT,158,3,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,627,626,717,710,OO,5700,N236SW,50,44,29,7,1,EUG,PDX,106,2,19,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1056,1051,1159,1153,OO,5702,N292UX,63,62,48,6,5,SJC,SBA,234,3,12,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1534,1533,1645,1649,OO,5703,N220SW,71,76,63,-4,1,SBA,SJC,234,3,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1707,1706,1805,1808,OO,5703,N220SW,58,62,44,-3,1,SJC,SBA,234,2,12,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1844,1850,1956,2006,OO,5704,N220SW,72,76,61,-10,-6,SBA,SJC,234,3,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2044,2030,2136,2132,OO,5704,N220SW,52,62,41,4,14,SJC,SBA,234,3,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2050,2050,2148,2152,OO,5705,N584SW,58,62,43,-4,0,PDX,MFR,222,4,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,652,636,805,758,OO,5706,N564SW,73,82,55,7,16,FAT,LAS,258,10,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,822,817,954,949,OO,5706,N564SW,92,92,72,5,5,LAS,FAT,258,4,16,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1939,1949,2028,2054,OO,5707,N308SW,49,65,39,-26,-10,ACV,SMF,207,5,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1528,1415,1601,1451,OO,5707,N308SW,33,36,17,70,73,CEC,ACV,56,3,13,0,,0,0,0,0,0,70
2008,12,25,4,1223,1216,1309,1256,OO,5708,N284YV,46,40,33,13,7,EUG,PDX,106,4,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1113,1111,1204,1155,OO,5708,N284YV,51,44,28,9,2,PDX,EUG,106,2,21,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2053,2115,2156,2221,OO,5709,N308SW,63,66,53,-25,-22,SMF,ACV,207,3,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2007,1835,2117,1957,OO,5710,N578SW,70,82,58,80,92,FAT,LAS,258,6,6,0,,0,0,0,73,0,7
2008,12,25,4,2135,2015,2258,2147,OO,5710,N578SW,83,92,66,71,80,LAS,FAT,258,4,13,0,,0,0,0,0,0,71
2008,12,25,4,1049,950,1156,1045,OO,5711,N295UX,127,115,109,71,59,SGU,LAX,348,6,12,0,,0,0,59,12,0,0
2008,12,25,4,1854,1845,2016,1947,OO,5712,N563SW,82,62,62,29,9,LAS,PSP,173,5,15,0,,0,0,0,20,0,9
2008,12,25,4,1723,1609,1840,1711,OO,5712,N563SW,77,62,40,89,74,PSP,LAS,173,11,26,0,,0,0,0,67,0,22
2008,12,25,4,1335,1338,1600,1618,OO,5714,N290SW,85,100,68,-18,-3,LAX,SGU,348,4,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1627,1637,1735,1729,OO,5714,N290SW,128,112,108,6,-10,SGU,LAX,348,7,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1103,901,1251,1039,OO,5715,N295SW,108,98,72,132,122,CEC,SFO,304,18,18,0,,0,122,0,10,0,0
2008,12,25,4,2027,2030,2110,2112,OO,5716,N291SW,43,42,22,-2,-3,SFO,MOD,78,4,17,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1147,1149,1234,1240,OO,5717,N218SW,47,51,33,-6,-2,RDM,PDX,116,3,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1408,1330,1447,1413,OO,5718,N580SW,39,43,24,34,38,MOD,SFO,78,4,11,0,,0,0,0,0,0,34
2008,12,25,4,725,608,810,710,OO,5719,N393SW,45,62,33,60,77,RDM,PDX,116,3,9,0,,0,0,60,0,0,0
2008,12,25,4,836,830,934,915,OO,5720,N567SW,58,45,43,19,6,MOD,SFO,78,7,8,0,,0,0,0,19,0,0
2008,12,25,4,1647,1652,1732,1732,OO,5721,N284YV,45,40,31,0,-5,EUG,PDX,106,5,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2047,2049,2246,2301,OO,5722,N568SW,59,72,44,-15,-2,LAX,YUM,237,4,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,549,550,651,652,OO,5723,N221SW,62,62,47,-1,-1,OTH,PDX,170,3,12,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1717,1727,1753,1810,OO,5724,N579SW,36,43,24,-17,-10,MOD,SFO,78,4,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1551,1545,1628,1627,OO,5724,N579SW,37,42,21,1,6,SFO,MOD,78,3,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1208,1159,1408,1409,OO,5726,N216SW,120,130,101,-1,9,RDM,SFO,462,6,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,906,855,1102,1057,OO,5726,N216SW,116,122,96,5,11,SFO,RDM,462,5,15,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,728,710,818,759,OO,5727,N221SW,50,49,42,19,18,PDX,OTH,170,2,6,0,,0,18,0,1,0,0
2008,12,25,4,916,851,1004,943,OO,5729,N218SW,48,52,33,21,25,SEA,PDX,129,3,12,0,,0,0,0,0,0,21
2008,12,25,4,1212,920,1335,1038,OO,5730,N584SW,83,78,51,177,172,GEG,SEA,224,6,26,0,,0,172,0,5,0,0
2008,12,25,4,1343,1337,1459,1453,OO,5731,N236SW,76,76,52,6,6,GEG,SEA,224,4,20,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1214,1214,1322,1317,OO,5731,N236SW,68,63,56,5,0,SEA,GEG,224,3,9,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1713,1652,1824,1810,OO,5732,N236SW,71,78,51,14,21,GEG,SEA,224,2,18,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1546,1526,1656,1630,OO,5732,N236SW,70,64,54,26,20,SEA,GEG,224,4,12,0,,0,14,0,6,0,6
2008,12,25,4,1434,1412,1548,1510,OO,5733,N566SW,74,58,48,38,22,OTH,PDX,170,5,21,0,,0,0,0,16,0,22
2008,12,25,4,1137,1139,1338,1349,OO,5734,N568SW,61,70,45,-11,-2,LAX,YUM,237,5,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1407,1410,1431,1430,OO,5734,N568SW,84,80,72,1,-3,YUM,LAX,237,5,7,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,NA,2210,NA,2313,OO,5735,N284YV,NA,63,NA,NA,NA,SEA,GEG,224,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,12,25,4,1222,1225,1329,1329,OO,5737,N220SW,67,64,52,0,-3,CIC,SFO,153,3,12,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,945,945,1110,1049,OO,5737,N220SW,85,64,27,21,0,SFO,CIC,153,10,48,0,,0,0,0,21,0,0
2008,12,25,4,2140,2125,17,2329,OO,5738,N579SW,157,124,140,48,15,SFO,RDM,462,7,10,0,,0,2,0,33,0,13
2008,12,25,4,727,655,948,913,OO,5739,N251YV,141,138,110,35,32,RDM,SFO,462,5,26,0,,0,0,0,35,0,0
2008,12,25,4,1721,1725,1848,1925,OO,5740,N218SW,87,120,74,-37,-4,OTH,SFO,412,5,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1255,946,1352,1033,OO,5741,N580SW,57,47,20,199,189,SFO,MOD,78,3,34,0,,0,5,0,10,0,184
2008,12,25,4,1119,1110,1202,1157,OO,5742,N226SW,43,47,30,5,9,CLD,LAX,86,7,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,902,900,947,945,OO,5742,N226SW,45,45,26,2,2,LAX,CLD,86,6,13,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,726,730,748,750,OO,5743,N568SW,82,80,66,-2,-4,YUM,LAX,237,5,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,659,700,744,746,OO,5745,N569SW,45,46,30,-2,-1,CLD,LAX,86,4,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1831,1838,1911,1919,OO,5748,N270YV,40,41,25,-8,-7,LAX,CLD,86,3,12,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1511,1340,1611,1443,OO,5749,N584SW,60,63,48,88,91,PDX,MFR,222,4,8,0,,0,0,0,0,0,88
2008,12,25,4,1708,1715,1746,1758,OO,5750,N295UX,38,43,28,-12,-7,CLD,LAX,86,4,6,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1605,1610,1646,1656,OO,5750,N295UX,41,46,28,-10,-5,LAX,CLD,86,3,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1216,1024,1354,1154,OO,5751,N562SW,98,90,69,120,112,SFO,LMT,315,3,26,0,,0,0,3,8,0,109
2008,12,25,4,1553,1555,1630,1638,OO,5752,N585SW,37,43,26,-8,-2,CLD,LAX,86,3,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1444,1450,1530,1533,OO,5752,N585SW,46,43,26,-3,-6,LAX,CLD,86,3,17,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1814,1759,1938,1935,OO,5753,N393SW,84,96,60,3,15,LMT,SFO,315,4,20,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1348,1340,1503,1432,OO,5755,N393SW,75,52,41,31,8,PDX,SEA,129,3,31,0,,0,0,0,31,0,0
2008,12,25,4,1536,1455,1618,1544,OO,5755,N393SW,42,49,29,34,41,SEA,PDX,129,4,9,0,,0,3,0,0,0,31
2008,12,25,4,1450,1455,1553,1559,OO,5756,N288SW,63,64,43,-6,-5,CIC,SFO,153,12,8,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1303,1300,1420,1402,OO,5756,N288SW,77,62,38,18,3,SFO,CIC,153,4,35,0,,0,0,0,15,0,3
2008,12,25,4,1555,1548,1647,1640,OO,5757,N562SW,52,52,39,7,7,PDX,SEA,129,3,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1707,1657,1755,1747,OO,5757,N562SW,48,50,32,8,10,SEA,PDX,129,2,14,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2051,2020,2331,2214,OO,5759,N295SW,160,114,132,77,31,SFO,OTH,412,12,16,0,,0,29,0,46,0,2
2008,12,25,4,2002,1955,2145,2124,OO,5761,N393SW,103,89,76,21,7,SFO,LMT,315,9,18,0,,0,4,0,14,0,3
2008,12,25,4,532,500,747,625,OO,5762,N562SW,135,85,59,82,32,LMT,PDX,240,5,71,0,,0,32,0,50,0,0
2008,12,25,4,930,839,1125,1039,OO,5763,N221SW,115,120,101,46,51,OTH,SFO,412,5,9,0,,0,0,0,27,0,19
2008,12,25,4,1333,1336,1432,1419,OO,5764,N218SW,59,43,26,13,-3,PDX,RDM,116,3,30,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1452,1440,1541,1530,OO,5764,N218SW,49,50,35,11,12,RDM,PDX,116,4,10,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1613,1542,1651,1625,OO,5765,N566SW,38,43,28,26,31,PDX,RDM,116,3,7,0,,0,0,0,0,0,26
2008,12,25,4,1705,1646,1754,1736,OO,5765,N566SW,49,50,34,18,19,RDM,PDX,116,5,10,0,,0,0,0,0,0,18
2008,12,25,4,1045,1037,1125,1119,OO,5767,N218SW,40,42,25,6,8,PDX,RDM,116,4,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,2108,2051,2153,2137,OO,5768,N566SW,45,46,29,16,17,PDX,RDM,116,3,13,0,,0,0,0,0,0,16
2008,12,25,4,1011,824,1149,1000,OO,5769,N562SW,98,96,71,109,107,LMT,SFO,315,15,12,0,,0,0,0,34,0,75
2008,12,25,4,1658,1700,1804,1805,OO,5770,N584SW,66,65,54,-1,-2,MFR,PDX,222,7,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1921,1923,2011,2013,OO,5771,N236SW,50,50,31,-2,-2,SEA,PDX,129,4,15,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1044,1057,1212,1159,OO,5772,N563SW,88,62,57,13,-13,LAS,PSP,173,5,26,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,839,840,943,942,OO,5772,N563SW,64,62,42,1,-1,PSP,LAS,173,11,11,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1105,1105,NA,1227,OO,5773,N578SW,NA,82,NA,NA,0,FAT,LAS,258,NA,16,1,A,0,NA,NA,NA,NA,NA
2008,12,25,4,NA,1250,NA,1422,OO,5773,N578SW,NA,92,NA,NA,NA,LAS,FAT,258,NA,NA,1,A,0,NA,NA,NA,NA,NA
2008,12,25,4,1447,1443,1607,1545,OO,5774,N563SW,80,62,57,22,4,LAS,PSP,173,6,17,0,,0,0,0,18,0,4
2008,12,25,4,1330,1245,1432,1347,OO,5774,N563SW,62,62,38,45,45,PSP,LAS,173,10,14,0,,0,0,0,32,0,13
2008,12,25,4,2034,2044,2137,2151,OO,5775,N565SW,63,67,53,-14,-10,IPL,LAX,181,5,5,0,,0,NA,NA,NA,NA,NA
2008,12,25,4,1918,1924,2010,2026,OO,5775,N565SW,52,62,37,-16,-6,LAX,IPL,181,5,10,0,,0,NA,NA,NA,NA,NA
